1.00000000000000000e+000,7.18281828459045200e-001
5.00000000000000000e-001,2.97442541400256280e-001
2.50000000000000000e-001,1.36101666750965940e-001
1.25000000000000000e-001,6.51876245346105360e-002
6.25000000000000000e-002,3.19113426857508750e-002
3.12500000000000000e-002,1.57890399712854700e-002
1.56250000000000000e-002,7.85334954788783480e-003
7.81250000000000000e-003,3.91644242534114340e-003
3.90625000000000000e-003,1.95567061697879410e-003
1.95312500000000000e-003,9.77198593439754240e-004
9.76562500000000000e-004,4.88440234532094840e-004
4.88281250000000000e-004,2.44180366280932760e-004
2.44140625000000000e-004,1.22080247213940400e-004
1.22070312500000000e-004,6.10376398526568660e-005
6.10351562500000000e-005,3.05181990167824320e-005
3.05175781250000000e-005,1.52589442841133400e-005
1.52587890625000000e-005,7.62943333398879990e-006
7.62939453125000000e-006,3.81470697163877050e-006
3.81469726562500000e-006,1.90735104865780160e-006
1.90734863281250000e-006,9.53674941683857470e-007
9.53674316406250000e-007,4.76837271889962720e-007
4.76837158203125000e-007,2.38418579101562500e-007
2.38418579101562500e-007,1.19209289550781250e-007
1.19209289550781250e-007,5.96046447753906250e-008
5.96046447753906250e-008,2.98023223876953130e-008
2.98023223876953130e-008,1.49011611938476560e-008
1.49011611938476560e-008,7.45058059692382810e-009
7.45058059692382810e-009,3.72529029846191410e-009
3.72529029846191410e-009,1.86264514923095700e-009
1.86264514923095700e-009,9.31322574615478520e-010
9.31322574615478520e-010,4.65661287307739260e-010
4.65661287307739260e-010,2.32830643653869630e-010
2.32830643653869630e-010,0.00000000000000000e+000
1.16415321826934810e-010,0.00000000000000000e+000
5.82076609134674070e-011,0.00000000000000000e+000
2.91038304567337040e-011,0.00000000000000000e+000
1.45519152283668520e-011,0.00000000000000000e+000
7.27595761418342590e-012,0.00000000000000000e+000
3.63797880709171300e-012,0.00000000000000000e+000
1.81898940354585650e-012,0.00000000000000000e+000
9.09494701772928240e-013,0.00000000000000000e+000
4.54747350886464120e-013,0.00000000000000000e+000
2.27373675443232060e-013,0.00000000000000000e+000
1.13686837721616030e-013,0.00000000000000000e+000
5.68434188608080150e-014,0.00000000000000000e+000
2.84217094304040070e-014,0.00000000000000000e+000
1.42108547152020040e-014,0.00000000000000000e+000
7.10542735760100190e-015,0.00000000000000000e+000
3.55271367880050090e-015,0.00000000000000000e+000
1.77635683940025050e-015,0.00000000000000000e+000
8.88178419700125230e-016,0.00000000000000000e+000
4.44089209850062620e-016,0.00000000000000000e+000
2.22044604925031310e-016,0.00000000000000000e+000
1.11022302462515650e-016,0.00000000000000000e+000
5.55111512312578270e-017,0.00000000000000000e+000
2.77555756156289140e-017,0.00000000000000000e+000
1.38777878078144570e-017,0.00000000000000000e+000
6.93889390390722840e-018,0.00000000000000000e+000
3.46944695195361420e-018,0.00000000000000000e+000
1.73472347597680710e-018,0.00000000000000000e+000
8.67361737988403550e-019,0.00000000000000000e+000
4.33680868994201770e-019,0.00000000000000000e+000
2.16840434497100890e-019,0.00000000000000000e+000
